FinancialId,dateKey,storeId,Revenue,COGS,operatingExpenses,marketingExpenses,taxAmount,grossProfit,netProfit
6948,20241214,5,2099.89,1317.48,404.31,137.14,74.87,782.41,166.09
6949,20241214,6,2277.08,1541.02,398.03,134.13,92.15,736.06,111.75
6950,20241214,7,5465.4,3433.34,764.49,196.65,213.72,2032.06,857.2
6951,20241214,8,2914.98,1898.33,393.59,214.98,94.6,1016.65,313.48
6952,20241214,9,4233.99,3006.5,640.76,280.34,167.12,1227.49,139.27
6953,20241214,10,3268.32,1821.67,480.31,104.7,158.21,1446.65,703.43
6954,20241214,11,6524.56,3897.77,1031.37,409.76,274.87,2626.79,910.79
6955,20241214,12,1673.96,1098.37,349.25,51.52,57.62,575.59,117.2
6956,20241214,13,4198.34,2685.24,854.21,224.07,175.57,1513.1,259.25
6957,20241214,14,4021.32,2628.93,620.78,192.74,165.13,1392.39,413.74
6958,20241214,15,1660.18,991.3,274.02,106.18,52.17,668.88,236.51
6959,20241214,16,3196.89,1884.81,454.97,160.08,107.29,1312.08,589.74
6960,20241214,17,2980.42,1737.67,504.06,182.58,103.83,1242.75,452.28
6961,20241214,18,3168.31,1948.08,387.58,198.67,122.12,1220.23,511.86
6962,20241214,19,2278.01,1311.28,353.79,125.59,99.83,966.73,387.52
6963,20241214,20,2119.54,1254.04,413.86,95.49,105.46,865.5,250.69
6964,20241215,1,6211.82,4192.7,831.95,205.41,284.07,2019.12,697.69
6965,20241215,2,1524.34,961.67,283.05,76.42,62.37,562.67,140.83
6966,20241215,3,3166.25,2214.55,401.45,166.07,155.61,951.7,228.57
6967,20241215,4,2908.64,1709.46,492.58,154.17,126.37,1199.18,426.06
6968,20241215,5,1559.66,1059.53,306.03,71.7,75.1,500.13,47.3
6969,20241215,6,2215.5,1324.62,350.45,154.42,79.49,890.88,306.52
6970,20241215,7,3184.95,2128.08,684.53,223.8,119.22,1056.87,29.32
6971,20241215,8,6056.61,3872.93,1216.56,407.96,272.44,2183.68,286.72
6972,20241215,9,4373.08,2461.89,944.2,198.94,195.43,1911.19,572.62
6973,20241215,10,959.45,544.6,125.45,34.2,40.45,414.85,214.75
6974,20241215,11,5918.81,3763.88,1174.69,223.27,293.63,2154.93,463.34
6975,20241215,12,6685.19,4136.04,955.27,271.72,257.34,2549.15,1064.82
6976,20241215,13,70.43,39.86,15.14,2.57,3.24,30.57,9.62
6977,20241215,14,7054.35,4384.03,912.79,474.29,314.87,2670.32,968.37
6978,20241215,15,1513.29,883.83,244.17,53.07,54.51,629.46,277.71
6979,20241215,16,3780.11,2308.12,736.2,240.19,118.85,1471.99,376.75
6980,20241215,17,2894.11,1887.27,511.62,206.74,130.61,1006.84,157.87
6981,20241215,18,341.77,256.35,47.95,19.56,16.13,85.42,1.78
6982,20241215,19,4062.76,2624.65,751.03,210.38,195.2,1438.11,281.5
6983,20241215,20,1836.14,1110.59,258.35,138.99,63.71,725.55,264.5
6984,20241216,1,2820.61,1958.28,578.08,89.54,137.85,862.33,56.86
6985,20241216,2,2654.25,1560.57,535.49,138.7,108.13,1093.68,311.36
6986,20241216,3,1130.77,767.2,189.11,52.34,48.92,363.57,73.2
6987,20241216,4,2587.25,1785.82,346.2,156.85,90.88,801.43,207.5
6988,20241216,5,2549.39,1600.97,489.25,127.07,84.82,948.42,247.28
6989,20241216,6,1530.34,854.84,323.04,91.15,63.32,675.5,197.99
6990,20241216,7,4018.91,2776.31,713.19,250.67,138.15,1242.6,140.59
6991,20241216,8,1658.12,971.44,351.32,79.93,71.44,686.68,183.99
6992,20241216,10,5547.07,3487.34,1190.03,434.79,263.4,2059.73,171.51
6993,20241216,11,1496.24,1056.48,286.06,99.52,68.95,439.76,-14.77
6994,20241216,12,5216.64,3457.37,1031.26,248.13,206.88,1759.27,273.0
6995,20241216,13,1491.09,880.14,245.77,65.87,50.45,610.95,248.86
6996,20241216,14,3522.21,2176.72,591.09,251.54,128.04,1345.49,374.82
6997,20241216,15,4875.55,2979.33,654.29,289.3,168.69,1896.22,783.94
6998,20241216,16,659.66,390.89,105.01,38.82,26.78,268.77,98.16
6999,20241216,17,1957.61,1484.03,377.66,118.31,72.04,473.58,-94.43
7000,20241216,18,1405.04,895.37,297.95,106.04,55.66,509.67,50.02
7001,20241216,19,2361.25,1441.19,291.42,158.16,104.47,920.06,366.01
7002,20241216,20,1610.74,992.46,266.79,79.28,79.91,618.28,192.3
7003,20241217,1,2398.96,1463.18,341.99,161.03,76.77,935.78,355.99
7004,20241217,2,3867.38,2402.43,649.68,278.55,141.13,1464.95,395.59
7005,20241217,3,2908.46,1797.6,612.99,89.98,114.79,1110.86,293.1
7006,20241217,4,3446.24,2498.38,654.81,168.03,106.26,947.86,18.76
7007,20241217,5,3957.1,2797.51,628.49,304.29,177.62,1159.59,49.19
7008,20241217,6,5432.05,3286.96,871.28,167.03,267.37,2145.09,839.41
7009,20241217,7,1976.54,1149.53,430.75,138.08,65.7,827.01,192.48
7010,20241217,8,944.06,659.71,204.14,30.92,29.34,284.35,19.95
7011,20241217,9,2857.45,1797.62,507.04,141.33,141.37,1059.83,270.09
7012,20241217,10,2740.88,1581.69,429.13,125.15,93.54,1159.19,511.37
7013,20241217,11,3190.13,2085.91,690.92,213.03,146.5,1104.22,53.77
7014,20241217,12,1500.23,959.27,217.78,55.99,73.22,540.96,193.97
7015,20241217,13,2190.24,1439.24,406.44,83.39,95.25,751.0,165.92
7016,20241217,14,1832.03,1091.67,276.07,111.72,87.05,740.36,265.52
7017,20241217,15,2895.96,1764.62,505.96,89.32,123.71,1131.34,412.35
7018,20241217,16,3855.47,2455.49,722.82,301.11,120.38,1399.98,255.67
7019,20241217,17,648.78,355.84,84.03,37.85,25.08,292.94,145.98
7020,20241217,18,1222.02,716.1,204.83,92.28,47.18,505.92,161.63
7021,20241217,19,3021.44,1812.81,435.52,91.47,111.93,1208.63,569.71
7022,20241217,20,4805.16,2925.71,904.9,267.89,168.26,1879.45,538.4
7023,20241218,1,3545.39,2171.06,779.31,240.75,156.63,1374.33,197.64
7024,20241218,2,3218.42,1911.9,612.83,244.04,152.33,1306.52,297.32
7025,20241218,3,107.01,72.42,16.1,6.27,4.56,34.59,7.66
7026,20241218,4,3199.21,2034.6,689.66,133.9,123.17,1164.61,217.88
7027,20241218,5,1737.95,1014.42,374.27,81.34,77.89,723.53,190.03
7028,20241218,6,4432.31,2624.4,750.95,197.98,191.45,1807.91,667.53
7029,20241218,7,6294.58,3961.0,888.97,449.04,306.13,2333.58,689.44
7030,20241218,8,3034.3,1729.45,489.62,182.66,99.89,1304.85,532.68
7031,20241218,9,4434.0,2922.08,618.32,210.19,193.55,1511.92,489.86
7032,20241218,10,5913.58,3882.54,802.11,254.49,267.79,2031.04,706.65
7033,20241218,11,261.58,162.66,36.16,13.62,9.27,98.92,39.87
7034,20241218,12,1220.61,710.13,155.75,68.97,60.58,510.48,225.18
7035,20241218,13,6602.16,3950.37,906.27,416.85,302.27,2651.79,1026.4
7036,20241218,14,4834.66,3110.71,609.03,356.67,195.49,1723.95,562.76
7037,20241218,15,1508.07,1041.38,217.51,115.08,50.51,466.69,83.59
7038,20241218,16,1702.76,1124.42,294.01,55.59,65.52,578.34,163.22
7039,20241218,17,2024.46,1277.28,351.76,116.58,70.19,747.18,208.65
7040,20241218,18,2368.46,1571.58,322.7,96.14,75.29,796.88,302.75
7041,20241218,19,3311.08,1986.68,488.58,217.3,134.88,1324.4,483.64
7042,20241218,20,2661.51,1612.91,538.27,128.49,106.93,1048.6,274.91
7043,20241219,1,4411.5,2868.48,539.01,178.58,162.26,1543.02,663.17
7044,20241219,2,3208.59,1824.9,591.53,109.08,127.47,1383.69,555.61
7045,20241219,3,1400.7,811.01,196.12,58.7,44.93,589.69,289.94
7046,20241219,4,1307.05,839.67,184.96,95.61,50.09,467.38,136.72
7047,20241219,5,2268.52,1345.55,337.07,125.91,96.25,922.97,363.74
7048,20241219,6,8135.35,5080.08,1690.42,526.92,387.88,3055.27,450.05
7049,20241219,7,503.39,318.3,94.66,39.41,23.07,185.09,27.95
7050,20241219,8,2758.27,1579.71,448.35,133.24,127.41,1178.56,469.56
7051,20241219,9,4917.33,2955.53,720.41,351.77,168.97,1961.8,720.65
7052,20241219,10,2309.74,1400.13,417.21,72.81,96.99,909.61,322.6
7053,20241219,11,3755.25,2493.24,574.42,152.39,178.22,1262.01,356.98
7054,20241219,12,1445.87,906.9,266.36,59.41,45.98,538.97,167.22
7055,20241219,13,5278.49,3296.34,971.96,172.07,211.58,1982.15,626.54
7056,20241219,14,1652.76,1275.04,352.99,116.85,63.61,377.72,-155.73
7057,20241219,15,3441.86,2303.84,666.08,255.37,113.88,1138.02,102.69
7058,20241219,16,387.38,243.32,61.07,13.65,15.82,144.06,53.52
7059,20241219,17,980.03,530.6,162.95,57.2,48.71,449.43,180.57
7060,20241219,18,6188.57,3449.49,903.82,370.45,306.77,2739.08,1158.04
7061,20241219,19,4896.33,3149.3,692.3,356.47,219.29,1747.03,478.97
7062,20241219,20,1864.65,1092.9,370.65,102.11,73.69,771.75,225.3
7063,20241220,1,3002.12,1875.55,422.39,147.9,121.08,1126.57,435.2
7064,20241220,2,5251.74,3071.11,956.99,180.67,261.24,2180.63,781.73
7065,20241220,3,1757.98,1232.48,348.55,123.42,59.48,525.5,-5.95
7066,20241220,4,4318.96,2830.38,628.83,266.99,145.18,1488.58,447.58
7067,20241220,5,4578.25,2790.54,797.12,179.02,184.07,1787.71,627.5
7068,20241220,6,3489.76,2266.99,678.48,175.82,161.47,1222.77,207.0
7069,20241220,7,6157.17,3437.12,938.42,245.48,217.79,2720.05,1318.36
7070,20241220,8,3049.08,1954.7,580.71,168.12,148.74,1094.38,196.81
7071,20241220,9,1343.79,822.07,199.38,58.95,55.06,521.72,208.33
7072,20241220,10,2819.64,1638.82,606.34,85.58,120.3,1180.82,368.6
7073,20241220,11,1766.75,1204.07,360.98,93.34,57.47,562.68,50.89
7074,20241220,12,8112.01,4963.38,1223.85,524.96,287.65,3148.63,1112.17
7075,20241220,13,3185.11,1761.6,514.87,141.46,149.75,1423.51,617.43
7076,20241220,14,4792.61,2914.21,643.11,196.09,167.7,1878.4,871.5
7077,20241220,15,1140.97,703.44,146.14,50.29,44.36,437.53,196.74
7078,20241220,16,2631.21,1493.37,348.43,130.88,120.47,1137.84,538.06
7079,20241220,17,1771.45,1114.99,262.51,72.12,70.4,656.46,251.43
7080,20241220,18,4891.33,3321.71,748.37,212.18,187.8,1569.62,421.27
7081,20241220,19,5605.77,3476.49,977.71,246.14,207.73,2129.28,697.7
7082,20241220,20,5057.93,3455.0,811.59,214.26,153.85,1602.93,423.23
7083,20241221,1,3898.97,2570.94,522.87,217.28,149.75,1328.03,438.13
7084,20241221,2,1210.51,783.96,259.27,54.15,57.16,426.55,55.97
7085,20241221,3,4850.06,2990.52,877.42,168.86,192.14,1859.54,621.12
7086,20241221,4,709.5,392.58,100.68,27.16,25.58,316.92,163.5
7087,20241221,5,3640.73,2099.16,534.47,155.95,163.73,1541.57,687.42
7088,20241221,6,1358.37,829.4,200.15,41.83,63.21,528.97,223.78
7089,20241221,7,3394.83,2010.86,461.82,196.57,111.11,1383.97,614.47
7090,20241221,8,1288.82,863.69,214.33,82.95,49.08,425.13,78.77
7091,20241221,9,7225.35,4565.97,1241.37,329.87,299.91,2659.38,788.23
7092,20241221,10,3362.44,2082.38,694.9,120.27,159.44,1280.06,305.45
7093,20241221,11,4046.85,3047.49,681.39,191.43,139.61,999.36,-13.07
7094,20241221,12,4071.5,2421.88,812.98,314.34,167.79,1649.62,354.51
7095,20241221,13,3287.86,1942.7,468.18,128.88,134.38,1345.16,613.72
7096,20241221,14,2985.78,1881.43,568.68,213.09,142.11,1104.35,180.47
7097,20241221,15,749.94,494.7,116.07,37.63,35.95,255.24,65.59
7098,20241221,16,5403.45,3339.49,940.31,360.49,209.84,2063.96,553.32
7099,20241221,17,2751.26,1658.6,450.97,153.43,135.16,1092.66,353.1
7100,20241221,18,2324.22,1377.16,359.01,162.58,102.79,947.06,322.68
7101,20241221,19,2836.0,1855.02,603.93,95.7,133.42,980.98,147.93
7102,20241221,20,3839.56,2160.04,571.87,301.27,141.17,1679.52,665.21
7103,20241222,1,3144.54,1890.77,472.72,157.76,104.08,1253.77,519.21
7104,20241222,2,1976.54,1272.81,387.35,147.42,75.55,703.73,93.41
7105,20241222,3,4617.06,2769.74,925.91,253.37,207.89,1847.32,460.15
7106,20241222,4,2351.97,1563.66,428.8,142.27,100.51,788.31,116.73
7107,20241222,5,5788.95,3788.91,1160.73,399.27,222.72,2000.04,217.32
7108,20241222,6,3092.71,2105.0,386.82,119.7,127.96,987.71,353.23
7109,20241222,7,2481.17,1578.13,387.02,177.12,76.82,903.04,262.08
7110,20241222,8,3608.22,2224.43,597.36,259.11,130.49,1383.79,396.83
7111,20241222,9,2748.53,1838.68,392.24,104.32,92.63,909.85,320.66
7112,20241222,10,4806.7,2734.38,613.17,185.43,225.44,2072.32,1048.28
7113,20241222,11,3718.51,2234.27,638.04,118.15,168.43,1484.24,559.62
7114,20241222,12,1567.08,1034.68,292.11,111.28,71.46,532.4,57.55
7115,20241222,13,3522.73,2390.52,773.45,115.99,144.75,1132.21,98.02
7116,20241222,14,3160.33,2005.47,650.08,217.82,117.09,1154.86,169.87
7117,20241222,15,6243.74,3636.07,1353.76,292.02,187.98,2607.67,773.91
7118,20241222,16,2822.06,1766.0,339.59,157.25,102.43,1056.06,456.79
7119,20241222,17,3244.96,1798.36,651.03,147.97,99.02,1446.6,548.58
7120,20241222,18,3402.02,2084.99,507.9,207.25,121.04,1317.03,480.84
7121,20241222,19,2441.11,1714.87,327.7,124.44,93.84,726.24,180.26
7122,20241222,20,1345.39,805.18,206.8,74.91,50.95,540.21,207.55
7123,20241223,1,2363.0,1567.05,509.42,88.86,80.15,795.95,117.52
7124,20241223,2,1268.58,884.01,197.37,49.82,49.0,384.57,88.38
7125,20241223,3,1806.41,1115.64,281.45,89.88,82.7,690.77,236.74
7126,20241223,4,3864.26,2509.09,630.07,155.75,166.1,1355.17,403.25
7127,20241223,5,3261.99,2089.41,506.83,216.1,134.99,1172.58,314.66
7128,20241223,6,2633.92,1959.41,443.71,88.94,115.86,674.51,26.0
7129,20241223,7,3672.72,2479.97,785.82,212.14,123.91,1192.75,70.88
7130,20241223,8,4033.33,2364.07,830.75,213.3,157.02,1669.26,468.19
7131,20241223,9,6664.74,4265.37,1116.08,488.47,206.13,2399.37,588.69
7132,20241223,10,1741.43,1118.6,317.72,80.41,84.29,622.83,140.41
7133,20241223,11,6308.93,3925.99,1261.86,207.36,228.05,2382.94,685.67
7134,20241223,12,3575.91,2341.26,475.25,248.52,148.8,1234.65,362.08
7135,20241223,13,122.2,91.8,18.91,6.69,4.09,30.4,0.71
7136,20241223,14,5640.63,3576.5,1206.47,247.36,259.28,2064.13,351.02
7137,20241223,15,2290.16,1441.3,309.39,163.7,76.39,848.86,299.38
7138,20241223,16,2002.21,1219.54,357.78,63.81,87.13,782.67,273.95
7139,20241223,17,3373.2,2448.01,697.47,167.18,160.99,925.19,-100.45
7140,20241223,18,3856.21,2410.33,508.73,212.18,121.84,1445.88,603.13
7141,20241223,19,5005.15,3392.64,921.05,361.2,225.14,1612.51,105.12
7142,20241223,20,1803.79,1034.48,319.32,136.4,64.46,769.31,249.13
7143,20241224,1,3828.19,2264.83,815.05,168.04,185.66,1563.36,394.61
7144,20241224,2,3163.45,2017.62,450.19,125.48,104.31,1145.83,465.85
7145,20241224,3,1430.38,817.5,276.91,99.18,43.79,612.88,193.0
7146,20241224,4,1471.69,821.24,263.69,112.15,65.26,650.45,209.35
7147,20241224,5,2568.55,1763.4,326.53,95.91,85.06,805.15,297.65
7148,20241224,6,531.84,354.3,69.54,33.01,21.59,177.54,53.4
7149,20241224,7,3082.28,1969.3,530.56,217.96,108.81,1112.98,255.65
7150,20241224,8,901.63,598.45,189.05,67.72,39.61,303.18,6.8
7151,20241224,9,2999.62,1759.75,443.62,177.21,93.86,1239.87,525.18
7152,20241224,10,3523.63,2278.89,716.81,201.45,111.45,1244.74,215.03
7153,20241224,11,4365.81,2800.73,727.28,309.19,137.59,1565.08,391.02
7154,20241224,12,5028.13,3282.85,1016.4,307.3,159.83,1745.28,261.75
7155,20241224,13,2645.82,1670.24,549.02,119.69,128.72,975.58,178.15
7156,20241224,14,4269.3,2493.14,534.42,228.87,151.34,1776.16,861.53
7157,20241224,15,3102.86,1956.55,423.15,175.13,138.96,1146.31,409.07
7158,20241224,16,1478.02,998.14,230.78,100.78,56.47,479.88,91.85
7159,20241224,17,4361.74,2549.95,649.97,179.91,172.31,1811.79,809.6
7160,20241224,18,2326.56,1578.54,326.6,107.53,105.15,748.02,208.74
7161,20241224,19,1911.5,1146.79,399.34,101.68,77.15,764.71,186.54
7162,20241224,20,2598.07,1592.63,445.65,97.47,100.11,1005.44,362.21
7163,20241225,1,3129.25,2080.36,516.19,218.22,106.62,1048.89,207.86
7164,20241225,2,3097.83,1937.13,455.7,111.92,96.09,1160.7,496.99
7165,20241225,3,3475.33,2152.82,447.76,216.41,109.28,1322.51,549.06
7166,20241225,4,2608.36,1716.14,400.51,191.2,81.04,892.22,219.47
7167,20241225,5,2468.15,1571.73,304.07,155.52,102.84,896.42,333.99
7168,20241225,6,1932.04,1281.36,338.78,132.66,78.58,650.68,100.66
7169,20241225,7,4167.33,2562.01,847.62,150.6,145.4,1605.32,461.7
7170,20241225,8,1634.82,1046.58,288.38,97.1,72.97,588.24,129.79
7171,20241225,9,2099.06,1295.42,461.75,117.37,91.27,803.64,133.25
7172,20241225,10,2233.75,1608.91,427.78,150.73,98.94,624.84,-52.61
7173,20241225,11,1610.98,896.16,264.71,116.23,73.91,714.82,259.97
7174,20241225,12,2912.5,1795.78,393.14,176.17,145.6,1116.72,401.81
7175,20241225,13,4599.81,2772.9,624.09,161.24,176.29,1826.91,865.29
7176,20241225,14,2955.25,1793.29,483.42,204.87,112.28,1161.96,361.39
7177,20241225,15,2368.26,1458.25,288.93,173.99,90.62,910.01,356.47
7178,20241225,16,4871.36,2919.32,595.89,187.09,217.75,1952.04,951.31
7179,20241225,17,1763.52,1094.01,368.41,127.08,78.63,669.51,95.39
7180,20241225,18,1529.97,938.46,184.43,52.04,55.02,591.51,300.02
7181,20241225,19,2897.89,1523.77,635.23,190.13,94.97,1374.12,453.79
7182,20241225,20,2010.02,1175.52,339.66,116.17,87.79,834.5,290.88
7183,20241226,1,1348.76,890.43,208.12,57.85,59.78,458.33,132.58
7184,20241226,2,4451.89,2741.61,739.11,218.51,178.99,1710.28,573.67
7185,20241226,3,3159.99,2205.91,519.29,177.22,97.25,954.08,160.32
7186,20241226,4,1546.52,1005.41,266.44,48.65,73.55,541.11,152.47
7187,20241226,5,3635.42,2504.84,601.82,249.4,123.46,1130.58,155.9
7188,20241226,6,2621.06,1707.13,469.74,202.21,107.25,913.93,134.73
7189,20241226,7,1015.52,737.25,159.28,45.28,45.19,278.27,28.52
7190,20241226,8,2398.68,1399.76,368.22,134.51,82.98,998.92,413.21
7191,20241226,9,2662.46,1663.81,557.88,92.13,113.3,998.65,235.34
7192,20241226,10,2260.95,1587.59,445.87,73.27,88.22,673.36,66.0
7193,20241226,11,1975.21,1393.04,250.48,86.4,94.09,582.17,151.2
7194,20241226,12,2629.85,1642.34,535.76,143.41,115.06,987.51,193.28
7195,20241226,13,3915.35,2496.12,717.77,147.72,194.78,1419.23,358.96
7196,20241226,14,167.3,100.41,29.42,9.98,7.52,66.89,19.97
7197,20241226,15,1637.44,1097.68,201.85,119.83,74.44,539.76,143.64
7198,20241226,16,553.82,370.06,87.19,21.09,20.47,183.76,55.01
7199,20241226,17,1502.86,1004.62,289.12,103.75,69.31,498.24,36.06
7200,20241226,18,3401.39,2208.12,653.88,167.21,156.21,1193.27,215.97
7201,20241226,19,2847.1,1729.93,512.8,118.2,136.03,1117.17,350.14
7202,20241226,20,2231.18,1427.57,472.54,115.51,109.67,803.61,105.89
7203,20241227,1,1356.08,898.96,209.99,89.2,58.53,457.12,99.4
7204,20241227,2,3138.79,2114.87,578.04,153.08,154.48,1023.92,138.32
7205,20241227,3,3140.16,2090.33,543.27,132.57,155.7,1049.83,218.29
7206,20241227,4,1909.36,1172.85,398.17,124.75,60.5,736.51,153.09
7207,20241227,5,3155.62,1820.47,487.46,221.28,115.13,1335.15,511.28
7208,20241227,6,2210.12,1370.93,298.98,168.48,77.86,839.19,293.87
7209,20241227,7,2646.32,1429.12,536.23,83.64,86.1,1217.2,511.23
7210,20241227,8,5170.71,3262.54,692.41,193.48,255.89,1908.17,766.39
7211,20241227,9,4740.85,3132.72,967.56,216.48,208.49,1608.13,215.6
7212,20241227,10,820.42,471.01,125.65,45.04,36.54,349.41,142.18
7213,20241227,11,3721.31,2357.4,474.28,157.55,185.43,1363.91,546.65
7214,20241227,12,1062.63,654.88,209.9,73.28,45.23,407.75,79.34
7215,20241227,13,2334.96,1446.59,408.59,114.44,83.52,888.37,281.82
7216,20241227,14,3049.14,1857.76,553.38,104.39,112.07,1191.38,421.54
7217,20241227,15,2582.54,1594.14,460.27,174.19,107.26,988.4,246.68
7218,20241227,16,1864.4,1155.95,300.75,90.49,58.48,708.45,258.73
7219,20241227,17,2108.61,1281.39,263.28,85.35,95.22,827.22,383.37
7220,20241227,18,3388.42,2463.1,416.99,122.46,132.8,925.32,253.07
7221,20241227,19,1691.03,983.09,289.96,117.79,64.82,707.94,235.37
7222,20241227,20,3026.25,1996.94,408.59,191.48,112.73,1029.31,316.51
7223,20241228,1,4558.43,3049.93,768.85,223.86,206.54,1508.5,309.25
7224,20241228,2,6858.86,4773.31,1326.57,393.34,257.39,2085.55,108.25
7225,20241228,3,8337.09,5231.27,1206.59,607.35,292.95,3105.82,998.93
7226,20241228,4,4973.25,3052.84,1049.54,299.26,173.08,1920.41,398.53
7227,20241228,5,1549.56,937.57,299.07,116.47,68.28,611.99,128.17
7228,20241228,6,1488.4,859.47,228.23,49.29,51.88,628.93,299.53
7229,20241228,7,3137.04,1810.54,530.48,194.45,156.44,1326.5,445.13
7230,20241228,8,5361.84,3519.13,830.79,309.71,210.8,1842.71,491.41
7231,20241228,9,3310.71,1946.47,465.47,242.25,157.09,1364.24,499.43
7232,20241228,10,1302.9,1018.54,239.15,91.08,39.15,284.36,-85.02
7233,20241228,11,5523.88,3553.28,1097.84,234.99,183.44,1970.6,454.33
7234,20241228,12,2058.49,1251.86,357.89,91.93,73.81,806.63,283.0
7235,20241228,13,1558.47,1073.46,336.96,58.13,56.86,485.01,33.06
7236,20241228,14,3183.87,2093.7,636.08,248.35,157.23,1090.17,48.51
7237,20241228,15,2304.89,1342.01,312.58,154.67,69.34,962.88,426.29
7238,20241228,16,367.34,227.3,65.99,16.68,12.47,140.04,44.9
7239,20241228,18,3168.44,2127.95,535.31,184.79,151.66,1040.49,168.73
7240,20241228,19,4235.32,2683.76,832.3,265.82,207.78,1551.56,245.66
7241,20241228,20,3573.62,2317.38,744.21,155.7,158.84,1256.24,197.49
7242,20241229,1,1604.28,1111.33,242.38,80.58,50.53,492.95,119.46
7243,20241229,2,2585.32,1687.76,427.39,95.14,128.98,897.56,246.05
7244,20241229,3,8784.49,5121.2,1208.94,553.49,376.39,3663.29,1524.47
7245,20241229,4,1870.93,1340.35,363.14,121.53,69.92,530.58,-24.01
7246,20241229,5,685.01,430.15,85.22,50.53,28.12,254.86,90.99
7247,20241229,6,2641.69,1719.35,444.77,155.11,126.95,922.34,195.51
7248,20241229,7,2691.35,1671.3,340.63,84.18,82.0,1020.05,513.24
7249,20241229,8,1438.03,766.19,283.54,57.0,58.55,671.84,272.75
7250,20241229,9,3662.27,2421.59,488.11,224.9,150.39,1240.68,377.28
7251,20241229,10,4490.94,2739.97,679.83,140.03,218.7,1750.97,712.41
7252,20241229,11,2405.22,1464.76,344.47,84.81,107.07,940.46,404.11
7253,20241229,12,1291.59,824.36,275.93,46.77,41.53,467.23,103.0
7254,20241229,13,830.52,559.11,171.78,50.52,28.93,271.41,20.18
7255,20241229,14,4562.3,2709.16,754.56,362.16,176.28,1853.14,560.14
7256,20241229,15,4499.52,2587.31,714.35,338.04,214.47,1912.21,645.35
7257,20241229,16,1114.84,589.28,136.52,66.02,47.32,525.56,275.7
7258,20241229,17,2759.5,1776.93,524.7,204.83,104.3,982.57,148.74
7259,20241229,18,2241.87,1240.49,323.79,121.97,96.79,1001.38,458.83
7260,20241229,19,5023.37,3431.47,987.61,221.53,152.5,1591.9,230.26
7261,20241229,20,2057.45,1206.63,308.02,85.17,63.05,850.82,394.58
7262,20241230,1,5258.82,3048.5,726.76,313.01,185.46,2210.32,985.09
7263,20241230,2,1549.14,953.04,191.48,57.5,53.79,596.1,293.33
7264,20241230,3,2674.07,1707.64,500.26,180.41,96.62,966.43,189.14
7265,20241230,4,3349.58,2153.76,518.93,161.24,149.66,1195.82,365.99
7266,20241230,5,1931.61,1084.56,384.39,119.51,72.09,847.05,271.06
7267,20241230,6,4531.21,3202.37,956.63,329.48,167.13,1328.84,-124.4
7268,20241230,7,4054.1,2460.49,623.91,284.9,189.91,1593.61,494.89
7269,20241230,8,1940.16,1263.08,267.79,92.0,63.07,677.08,254.22
7270,20241230,9,1783.01,1281.61,238.33,120.73,71.36,501.4,70.98
7271,20241230,10,3772.05,2373.23,536.21,269.12,148.84,1398.82,444.65
7272,20241230,11,2442.73,1503.84,295.23,180.54,74.63,938.89,388.49
7273,20241230,12,5205.8,3175.36,1015.95,282.64,172.35,2030.44,559.5
7274,20241230,13,2619.62,1536.78,445.88,194.24,122.74,1082.84,319.98
7275,20241230,14,3438.08,2038.91,414.98,149.69,111.66,1399.17,722.84
7276,20241230,15,4087.04,2841.34,628.63,286.82,161.3,1245.7,168.95
7277,20241230,16,1218.53,824.61,178.52,81.3,46.38,393.92,87.72
7278,20241230,17,1921.64,1173.5,389.08,123.89,62.83,748.14,172.34
7279,20241230,18,5023.55,3151.14,1015.87,392.72,167.98,1872.41,295.84
7280,20241230,19,4393.73,2838.39,735.17,156.25,180.44,1555.34,483.48
7281,20241230,20,2086.61,1427.14,418.97,148.54,94.0,659.47,-2.04
7282,20241231,1,5056.6,3210.69,904.2,220.41,222.98,1845.91,498.32
7283,20241231,2,1531.52,945.56,232.16,116.51,48.43,585.96,188.86
7284,20241231,3,2194.96,1389.13,296.04,147.81,85.9,805.83,276.08
7285,20241231,4,3375.66,2267.67,449.16,182.03,119.29,1107.99,357.51
7286,20241231,5,3068.96,1959.71,442.11,234.43,122.8,1109.25,309.91
7287,20241231,6,5279.02,2970.17,874.5,419.77,230.8,2308.85,783.78
7288,20241231,7,1364.15,992.87,243.39,72.21,48.63,371.28,7.05
7289,20241231,8,2042.45,1250.75,403.06,153.47,81.72,791.7,153.45
7290,20241231,9,3917.4,2722.54,535.24,162.07,150.48,1194.86,347.07
7291,20241231,10,1517.03,1048.12,297.42,106.74,63.9,468.91,0.85
7292,20241231,11,759.13,424.4,109.24,39.45,28.37,334.73,157.67
7293,20241231,12,2458.77,1483.28,334.5,111.29,105.12,975.49,424.58
7294,20241231,13,2422.52,1734.76,304.29,109.57,108.38,687.76,165.52
7295,20241231,14,956.38,560.25,127.16,34.73,41.71,396.13,192.53
7296,20241231,15,1985.43,1320.02,388.55,152.43,62.99,665.41,61.44
7297,20241231,16,3336.41,2318.64,603.89,108.56,158.89,1017.77,146.43
7298,20241231,17,4946.41,3312.04,639.2,313.38,164.07,1634.37,517.72
7299,20241231,18,3415.02,1981.17,536.11,257.18,166.06,1433.85,474.5
7300,20241231,19,4690.79,2789.33,895.23,349.35,215.32,1901.46,441.56
7301,20241231,20,1384.0,873.21,235.16,99.19,52.17,510.79,124.27
